offense,defense,hfa,sepa
TCU,Kansas State,0,0.8525752272225675
TCU,Kansas State,0,-0.6421505306649414
TCU,Kansas State,0,-0.8646705500480635
Kansas State,TCU,0,-0.039312966247488035
Kansas State,TCU,0,0.708143532430709
Kansas State,TCU,0,1.5816740422266937
Kansas State,TCU,0,-0.4915470403454991
Kansas State,TCU,0,1.4646587652098777
Kansas State,TCU,0,0.41473984985504764
Kansas State,TCU,0,0.4981036261884255
Kansas State,TCU,0,0.11241169664405826
TCU,Kansas State,0,0.9128434760434736
TCU,Kansas State,0,-0.039312966247488035
TCU,Kansas State,0,-0.8912490935853503
Michigan,Purdue,0,-0.6421505306649415
Michigan,Purdue,0,-0.714067059728621
Michigan,Purdue,0,1.963309950467563
Michigan,Purdue,0,-0.6421505306649413
Michigan,Purdue,0,-0.26036302834229574
Michigan,Purdue,0,2.119638193731867
Purdue,Michigan,0,-0.49007708305718434
Purdue,Michigan,0,1.3426523102797518
Purdue,Michigan,0,0.11241169664405859
Purdue,Michigan,0,0.7386935732901941
Purdue,Michigan,0,-1.0943846047629524
Purdue,Michigan,0,1.8249533770553934
Purdue,Michigan,0,0.8511052699342532
Purdue,Michigan,0,1.034849930973599
Purdue,Michigan,0,2.0262303579096743
Purdue,Michigan,0,-0.03931296624748826
Purdue,Michigan,0,-0.8646705500480636
Michigan,Purdue,0,-0.03931296624748826
Michigan,Purdue,0,-0.2603630283422955
Michigan,Purdue,0,-0.6421505306649413
Michigan,Purdue,0,-1.0163952129396105
Michigan,Purdue,0,-0.4915470403454991
Michigan,Purdue,0,0.19187104575571512
Michigan,Purdue,0,1.920023903179261
Michigan,Purdue,0,1.37697409861393
Michigan,Purdue,0,0.1124116966440587
UT San Antonio,North Texas,1,0.7152492610615118
UT San Antonio,North Texas,1,-0.1066869436991964
UT San Antonio,North Texas,1,0.5649945554582796
UT San Antonio,North Texas,1,-0.7144158444448314
UT San Antonio,North Texas,1,-1.3967127579739413
UT San Antonio,North Texas,1,-0.2618329856306103
UT San Antonio,North Texas,1,-0.13668686627635052
UT San Antonio,North Texas,1,2.013782107436281
UT San Antonio,North Texas,1,-0.1895676718507202
UT San Antonio,North Texas,1,-0.8646705500480634
UT San Antonio,North Texas,1,1.7230687880820041
UT San Antonio,North Texas,1,-0.6421505306649413
UT San Antonio,North Texas,1,0.1922198304719256
UT San Antonio,North Texas,1,1.6353841214860574
UT San Antonio,North Texas,1,0.5646457707420698
UT San Antonio,North Texas,1,-0.8646705500480643
UT San Antonio,North Texas,1,-0.8912490935853503
UT San Antonio,North Texas,1,-0.4915470403454988
UT San Antonio,North Texas,1,-0.11010832273906368
UT San Antonio,North Texas,1,-0.03784300895917436
North Texas,UT San Antonio,-1,-0.1895676718507202
North Texas,UT San Antonio,-1,1.1024111478941934
North Texas,UT San Antonio,-1,-0.4915470403454991
North Texas,UT San Antonio,-1,-0.8646705500480634
UT San Antonio,North Texas,1,1.0333799736852844
UT San Antonio,North Texas,1,0.7908370211133469
UT San Antonio,North Texas,1,0.41473984985504786
UT San Antonio,North Texas,1,0.3760971712582992
UT San Antonio,North Texas,1,-0.1895676718507202
UT San Antonio,North Texas,1,0.9804046929640671
UT San Antonio,North Texas,1,-1.5469674635771733
North Texas,UT San Antonio,-1,-0.6421505306649413
North Texas,UT San Antonio,-1,-0.41208769123384226
North Texas,UT San Antonio,-1,-1.0429737564768975
UT San Antonio,North Texas,1,0.11241169664405848
UT San Antonio,North Texas,1,-0.5623423968370742
UT San Antonio,North Texas,1,1.2407677213063626
UT San Antonio,North Texas,1,-0.7924052362681733
Ohio,Toledo,0,-0.34129233474226695
Ohio,Toledo,0,-0.8646705500480636
Ohio,Toledo,0,0.9128434760434732
Ohio,Toledo,0,0.2630151869635011
Ohio,Toledo,0,-0.33982237745395194
Ohio,Toledo,0,-0.8646705500480635
Ohio,Toledo,0,2.1173364035454885
Ohio,Toledo,0,-0.037843008959173474
Ohio,Toledo,0,-0.563812354125389
Ohio,Toledo,0,1.210217680446878
Ohio,Toledo,0,0.4147398498550472
Ohio,Toledo,0,-1.6608491175095463
Ohio,Toledo,0,-0.1895676718507202
Ohio,Toledo,0,-0.03784300895917325
Ohio,Toledo,0,1.3755041413256155
Ohio,Toledo,0,-0.6421505306649413
Ohio,Toledo,0,-0.8646705500480636
Ohio,Toledo,0,0.01538658133140669
Ohio,Toledo,0,-0.6421505306649413
Ohio,Toledo,0,0.1922198304719256
Ohio,Toledo,0,1.605317128808426
Ohio,Toledo,0,-0.8646705500480634
Ohio,Toledo,0,-0.8912490935853505
Boise State,Fresno State,1,0.41473984985504764
Boise State,Fresno State,1,0.4981036261884253
Boise State,Fresno State,1,-0.03931296624748826
Boise State,Fresno State,1,-0.2603630283422955
Boise State,Fresno State,1,-0.4915470403454991
Boise State,Fresno State,1,1.1507812645240363
Boise State,Fresno State,1,1.156856385903725
Boise State,Fresno State,1,-0.7938751935564883
Boise State,Fresno State,1,1.5229740085606147
Boise State,Fresno State,1,-0.6421505306649413
Boise State,Fresno State,1,1.494725757887509
Boise State,Fresno State,1,-0.34129233474226695
Boise State,Fresno State,1,-0.26036302834229597
Boise State,Fresno State,1,1.4210894195872261
Boise State,Fresno State,1,-0.6421505306649413
Boise State,Fresno State,1,-0.8646705500480634
Fresno State,Boise State,-1,0.11241169664405848
Fresno State,Boise State,-1,-0.41208769123384204
Fresno State,Boise State,-1,1.57706887813532
Fresno State,Boise State,-1,-0.1895676718507202
Fresno State,Boise State,-1,-0.8646705500480635
Boise State,Fresno State,1,-0.6421505306649413
Boise State,Fresno State,1,-0.8646705500480636
USC,Utah,0,0.668830566183221
USC,Utah,0,-0.037843008959173474
USC,Utah,0,-0.7395244306938038
USC,Utah,0,1.7697691975760286
USC,Utah,0,3.7619308532142934
USC,Utah,0,0.11241169664405826
USC,Utah,0,-0.1895676718507202
USC,Utah,0,-0.8646705500480634
USC,Utah,0,0.6178753610326497
Utah,USC,0,-0.6421505306649413
Utah,USC,0,-0.5623423968370744
Utah,USC,0,0.6703005234715356
Utah,USC,0,-0.039312966247488035
Utah,USC,0,0.7684117812516149
Utah,USC,0,0.8525752272225673
Utah,USC,0,-0.1895676718507202
Utah,USC,0,-0.2618329856306101
Utah,USC,0,-0.739524430693804
Utah,USC,0,1.9200239031792607
Utah,USC,0,-0.18809771456240476
Utah,USC,0,-0.41208769123384315
Utah,USC,0,0.2630151869635009
Utah,USC,0,0.6498282890799718
LSU,Georgia,0,0.41473984985504764
LSU,Georgia,0,0.9229212825113939
LSU,Georgia,0,0.7152492610615118
LSU,Georgia,0,-0.8646705500480636
Georgia,LSU,0,-0.33982237745395194
Georgia,LSU,0,-0.8646705500480636
Georgia,LSU,0,1.9335917425061424
Georgia,LSU,0,0.6703005234715356
Georgia,LSU,0,-0.34129233474226695
Georgia,LSU,0,-0.8646705500480636
Georgia,LSU,0,2.0570681547245826
Georgia,LSU,0,-0.18956767185071977
Georgia,LSU,0,-0.2603630283422955
Georgia,LSU,0,1.1187612663762363
Georgia,LSU,0,-0.6421505306649413
LSU,Georgia,0,0.5649945554582796
LSU,Georgia,0,0.10383601072494142
LSU,Georgia,0,0.7167192183498265
LSU,Georgia,0,1.047229527627899
LSU,Georgia,0,-0.6421505306649413
Georgia,LSU,0,-0.03931296624748826
Georgia,LSU,0,-0.2603630283422955
LSU,Georgia,0,0.6085623173623154
LSU,Georgia,0,-0.6421505306649414
LSU,Georgia,0,0.19074987318361092
LSU,Georgia,0,2.2756176522799616
LSU,Georgia,0,-0.4900770830571841
LSU,Georgia,0,-0.11010832273906335
Coastal Carolina,Troy,-1,-0.3398223774539523
Coastal Carolina,Troy,-1,-0.8646705500480635
Coastal Carolina,Troy,-1,0.1124116966440587
Coastal Carolina,Troy,-1,-0.2618329856306103
Coastal Carolina,Troy,-1,0.9402583100998985
Coastal Carolina,Troy,-1,0.715249261061512
Coastal Carolina,Troy,-1,0.3798689187329929
Coastal Carolina,Troy,-1,1.3993993384756624
Coastal Carolina,Troy,-1,0.2630151869635009
Coastal Carolina,Troy,-1,-0.5626911815532853
Troy,Coastal Carolina,1,-0.49189582506170915
Troy,Coastal Carolina,1,-1.2449880950823946
Troy,Coastal Carolina,1,-1.4689780717538317
Troy,Coastal Carolina,1,-0.3398223774539515
Troy,Coastal Carolina,1,-0.8646705500480634
Miami (OH),UAB,0,-0.6421505306649413
Miami (OH),UAB,0,-0.2618329856306105
Miami (OH),UAB,0,-0.03784300895917325
Miami (OH),UAB,0,0.9506864850026462
Miami (OH),UAB,0,-0.6421505306649413
Miami (OH),UAB,0,-0.5623423968370742
Miami (OH),UAB,0,1.9335917425061424
Miami (OH),UAB,0,-1.6972221691804055
Miami (OH),UAB,0,0.19040108846740034
UAB,Miami (OH),0,-1.5469674635771733
UAB,Miami (OH),0,-0.5641611388415995
UAB,Miami (OH),0,5.238201893067814
UAB,Miami (OH),0,-0.6421505306649413
UAB,Miami (OH),0,-0.8646705500480634
Miami (OH),UAB,0,0.2630151869635009
Miami (OH),UAB,0,0.34554713039881446
Miami (OH),UAB,0,0.7152492610615115
Miami (OH),UAB,0,-0.8646705500480634
Miami (OH),UAB,0,-0.8912490935853505
Miami (OH),UAB,0,1.7095009487551234
Miami (OH),UAB,0,-0.03931296624748848
Miami (OH),UAB,0,1.7095009487551234
UAB,Miami (OH),0,-0.4915470403454988
UAB,Miami (OH),0,1.4646587652098773
UAB,Miami (OH),0,-0.8646705500480634
UAB,Miami (OH),0,-0.08573166112577901
UAB,Miami (OH),0,-0.792405236268173
UAB,Miami (OH),0,-0.41208769123384226
UAB,Miami (OH),0,-0.7409943879821186
UAB,Miami (OH),0,0.2630151869635009
UAB,Miami (OH),0,0.4058153792197201
UAB,Miami (OH),0,-0.1895676718507202
UAB,Miami (OH),0,-0.8646705500480636
UAB,Miami (OH),0,1.7230687880820044
UAB,Miami (OH),0,0.26448514425181635
UAB,Miami (OH),0,0.8306330355426885
UAB,Miami (OH),0,-0.037843008959173474
UAB,Miami (OH),0,-0.41208769123384226
UAB,Miami (OH),0,1.606787086096741
UAB,Miami (OH),0,1.911516871079237
UAB,Miami (OH),0,-0.18809771456240565
Miami (OH),UAB,0,0.41473984985504764
Miami (OH),UAB,0,0.25409071632817337
Miami (OH),UAB,0,0.9128434760434732
Miami (OH),UAB,0,0.5649945554582798
Miami (OH),UAB,0,-0.7144158444448316
Miami (OH),UAB,0,0.8182518551697728
Miami (OH),UAB,0,0.41473984985504764
Miami (OH),UAB,0,0.5583718750093309
Miami (OH),UAB,0,-0.3398223774539524
Miami (OH),UAB,0,-0.8646705500480634
UAB,Miami (OH),0,-0.34129233474226683
UT San Antonio,Troy,0,0.26301518696350124
UT San Antonio,Troy,0,0.5880900829707515
UT San Antonio,Troy,0,-0.7924052362681734
UT San Antonio,Troy,0,-0.5638123541253891
UT San Antonio,Troy,0,0.6085623173623156
UT San Antonio,Troy,0,-0.1895676718507202
UT San Antonio,Troy,0,-0.11010832273906379
UT San Antonio,Troy,0,-0.6421505306649413
Troy,UT San Antonio,0,-0.037843008959173474
UT San Antonio,Troy,0,-0.03784300895917325
UT San Antonio,Troy,0,0.706673575142394
UT San Antonio,Troy,0,-0.6421505306649413
Troy,UT San Antonio,0,-0.7938751935564881
Troy,UT San Antonio,0,-1.0149252556512955
Troy,UT San Antonio,0,-0.8912490935853505
Troy,UT San Antonio,0,-1.3967127579739416
Troy,UT San Antonio,0,-0.8646705500480634
UT San Antonio,Troy,0,0.11241169664405826
UT San Antonio,Troy,0,0.7386935732901945
UT San Antonio,Troy,0,-0.1895676718507202
UT San Antonio,Troy,0,4.047209734792202
UT San Antonio,Troy,0,-0.3398223774539515
UT San Antonio,Troy,0,-0.8646705500480634
UT San Antonio,Troy,0,-0.8912490935853503
Troy,UT San Antonio,0,-0.7938751935564881
Cincinnati,Louisville,0,-0.6421505306649415
Cincinnati,Louisville,0,0.49272924167839016
Cincinnati,Louisville,0,0.8182518551697726
Cincinnati,Louisville,0,-0.4915470403454991
Cincinnati,Louisville,0,1.282384061458846
Cincinnati,Louisville,0,0.668830566183221
Cincinnati,Louisville,0,-0.9441298991597202
Cincinnati,Louisville,0,0.04161634015248317
Cincinnati,Louisville,0,-1.9995503223913946
Cincinnati,Louisville,0,-0.5623423968370742
Louisville,Cincinnati,0,-0.1895676718507201
Louisville,Cincinnati,0,0.04161634015248317
Louisville,Cincinnati,0,1.1828012626718358
Louisville,Cincinnati,0,1.406692306575351
Louisville,Cincinnati,0,-0.4915470403454987
Louisville,Cincinnati,0,-0.5626911815532849
Louisville,Cincinnati,0,-0.13668686627635063
Louisville,Cincinnati,0,1.8597556543583553
Louisville,Cincinnati,0,1.4596675872965679
Louisville,Cincinnati,0,-0.33982237745395194
Louisville,Cincinnati,0,1.1306593985672988
Louisville,Cincinnati,0,-0.6421505306649413
Louisville,Cincinnati,0,1.640725667834193
Louisville,Cincinnati,0,0.6085623173623156
Louisville,Cincinnati,0,0.5649945554582794
Louisville,Cincinnati,0,0.16410425954584706
Louisville,Cincinnati,0,-0.6421505306649413
BYU,SMU,0,-0.4915470403454988
BYU,SMU,0,-0.2607118130585063
BYU,SMU,0,-0.28841152916789725
BYU,SMU,0,-0.3398223774539524
BYU,SMU,0,-0.7144158444448314
BYU,SMU,0,1.034849930973599
SMU,BYU,0,0.5649945554582799
SMU,BYU,0,-0.7144158444448317
SMU,BYU,0,-0.8912490935853505
SMU,BYU,0,1.7095009487551234
SMU,BYU,0,0.11241169664405848
SMU,BYU,0,0.4961506207182569
SMU,BYU,0,0.715249261061512
SMU,BYU,0,0.19759421498196073
SMU,BYU,0,-0.039312966247488035
SMU,BYU,0,-0.8646705500480634
SMU,BYU,0,1.9991016960900563
SMU,BYU,0,-0.6421505306649413
Georgia Southern,Buffalo,0,0.11241169664405826
Georgia Southern,Buffalo,0,0.9827064831504462
Georgia Southern,Buffalo,0,-0.6421505306649413
